,sentence,author
15705,"Miss Ganett has all the characteristics of my sister Caroline, but she lacks that unerring aim in jumping to conclusions which lends a touch of greatness to Caroline’s maneuvers.",Christie
15706,“I am not mad.,Christie
15707,Never cleared the coffee-cups away last night.,Christie
15708,"“D’you really think——” he began, and stopped.",Christie
15709,"""Now look here, my dear girl, you just listen-""   And then he sprang.",Christie
15710,“What is a great discovery?”,Christie
15711,"She said:   ""Of course!",Christie
15712,"“I’d rather the doctor came with me if you don’t mind, Miss Sheppard,” said Flora.",Christie
15713,But why in Cranchester?”,Christie
15714,His  oblivion of them made one at least faintly uncomfortable.,Christie
15715,I am rather fond of gardening.,Christie
15716,“You are sure of what you say?” asked the Coroner sternly.,Christie
15717,"A mantelpiece bare of ornaments save for an enormous block of  white marble shaped l ik e a bear, a piece of modem sculpture in which was  inset a clock.",Christie
15718,“Could not Mrs. Inglethorp have made a will in her favour?”,Christie
15719,"Aloud she said:   ""What staff is there here?""",Christie
15720,That is one motive.,Christie
15721,"I feel just a little giddy.""",Christie
15722,As to Ralph Paton——?”,Christie
15723,"I got out the car in next to no time, and drove rapidly to Fernly.",Christie
15724,Afraid of death   . we're all afraid of death . . .,Christie
15725,“Sure.”,Christie
15726,"You'd be more  comfortable that way.""",Christie
15727,"After relating the earlier events, he proceeded:  “Acting on information received, Superintendent Summerhaye and myself searched the prisoner’s room, during his temporary absence from the house.",Christie
15728,“Do you mind telling us exactly what passed between you?”,Christie
15729,You'll say it isn't anything.,Christie
15730,"Emily Brent  thought impatiently: ""So many people write their signatures quite  illegibly.""",Christie
15731,"""Come out for a stroll.",Christie
15732,I should have had to pay Caroline an enormous amount if she had gone Mah Jong.,Christie
15733,"Miss Howard occupied very much the same position, so I used her name instead.”",Christie
15734,Murder-  and I've always been such a law-abiding man!,Christie
15735,"Yes, that would  be a possibility.",Christie
15736,"Acquittal practically certain.""",Christie
15737,“_Epatant!_” cried Poirot.,Christie
15738,"There was something in the merciless analysis, and the ruthless power of vision which struck fear into both of us.",Christie
15739,DINNER WAS drawing to a close.,Christie
15740,"“I dropped my hat from the balcony,” explained Poirot simply.",Christie
15741,"Parkson’s, the well-known theatrical costumiers, and it was addressed to “—(the debatable initial) Cavendish, Esq., Styles Court, Styles St.",Christie
15742,And a young and pretty girl does not like to admit that she is a thief—especially before those whose esteem she is anxious to retain.”,Christie
15743,There would be a kind of poetic justice.,Christie
15744,"""Pull yourself together, Ethel.""",Christie
15745,God damn the fellow!,Christie
15746,He may stumble by accident on a secret—a secret involving life or death to some one.,Christie
15747,"But I'll ask you,     if that's so, why I didn't pot you with the revolver last night?",Christie
15748,Or was it the day before?,Christie
15749,It's worth trying.,Christie
15750,He considered for a minute or two.,Christie
15751,Through the open window he could hear the waves  breaking on the rocks-a little louder now than earlier in the evening.,Christie
15752,"“Ah, my friend, one may live in a big house and yet have no comfort.”",Christie
15753,"“What hair,” said Poirot to me in a low tone, nodding towards Flora.",Christie
15754,I have the head of a sieve.,Christie
15755,“Oh!”,Christie
15756,"It might have been heart failure, I suppose?""",Christie
15757,"“Oh, yes, I do, in a sense.",Christie
15758,And yet-it didn't seem l ik e an empty house.   . . .,Christie
15759,"One of these called  ""Jim!""",Christie
15760,I had no patience with what I thought was her silly fear of unpleasantness.,Christie
15761,'You  said Blore was all right-that he was more than a match for Armstrong.,Christie
15762,"He was on the terrace outside, and couldn’t catch the words clearly, but he distinctly heard the voices.”",Christie
15763,Is he to go scot-free?”,Christie
15764,In a few minutes a bell rang violently.,Christie
15765,"Wargrave and Lombard were shot, the first through the head, the  second through the heart.",Christie
15766,"Vera thou(yht:   ""Funny how elderly people always get names wrong.""",Christie
15767,“I suppose it is the sample of cocoa.”,Christie
15768,"It's the house or nowhere.""",Christie
15769,"Because, if she did, something  terrible would happen. . . .",Christie
15770,"He told me that he didn’t wish to be disturbed, and I repeated the order to Parker.”",Christie
15771,"“Yes, often.",Christie
15772,"Until then, I’ll keep the key of that door.",Christie
15773,“I shall have to speak as a medical man.,Christie
15774,"He's in there-waiting for you.""",Christie
15775,His good looks?”,Christie
15776,"Very respectable looking, with her hair  dragged back from her face and her black dress.",Christie
15777,"Even more emphatically, no. Where, then?",Christie
15778,"Blore's voice said:   ""Will you let us in?""",Christie
15779,“I wondered.,Christie
15780,“Mary”—his voice was very quiet now—“are you in love with this fellow Bauerstein?”,Christie
15781,That revolver must be found.,Christie
15782,Her face and voice were absolutely cold and expressionless.,Christie
15783,After his death Vera Claythorne's  diary states that Armstrong left the house in the night and that Blore and  Lombard had gone after him.,Christie
15784,"As I know now, I failed in this latter task.",Christie
15785,“_Tiens!_” he said.,Christie
15786,"Lombard said:   ""Of course you would say that, doctor.",Christie
15787,That would be too good a farce!,Christie
15788,"I'll stay  here with Miss Claythorne.""",Christie
15789,"Vera said:   ""Mrs. Owen didn't mention me?""",Christie
15790,It was the milkman.,Christie
15791,"“We will look through the desk in the boudoir first,” explained John, “and go up to her bedroom afterwards.",Christie
15792,"“This M. Poirot now,” said Colonel Carter, “is he really such a great detective?”",Christie
15793,A wolf-that's what it is-a  wolfs face. . . .,Christie
15794,“I am sure of it.”,Christie
15795,I wouldn’t dream of doing such a thing.”,Christie
15796,"Poirot hopped down briskly, and went inside.",Christie
15797,“This lady is Mrs. Ralph Paton.,Christie
15798,Armstrong shook his head.,Christie
15799,This ridiculous little man was so portentously solemn.,Christie
15800,I exclaimed.,Christie
15801,He is not altogether a fool.,Christie
15802,“When?”,Christie
15803,“But Parker is the most likely.,Christie
15804,I hastened out of the room and just got up the stairs before Parker opened the front door to you.”,Christie
15805,I was just moving my things.,Christie
15806,"I suspected a son or a brother, or some other undesirable male relation.",Christie
15807,It was indeed a beautiful object.,Christie
15808,“There is no perhaps about it.,Christie
15809,"We’re weak, miserable, despicable things.”",Christie
15810,“Ah!,Christie
15811,"“Every one has something to hide,” I quoted, smiling.",Christie
15812,"“Well,” said the inspector, “I’ll look into it.",Christie
15813,Blore gave a short laugh.,Christie
15814,“What is it?”,Christie
15815,“To me?” said Flora.,Christie
15816,“Who?”,Christie
15817,“Not at all.”,Christie
15818,That always seems the difficulty to me.”,Christie
15819,"And Major Blunt, I should say, is not good at concealments.”",Christie
15820,“Annie told me.”,Christie
15821,"I began, secretly, to collect victims. . . .",Christie
15822,"Screaming headlines in every paper in the country—damn all journalists, I say!",Christie
15823,"“Bad knee,” said Caroline.",Christie
15824,"Sure enough, there was the chest, a fine old piece, all studded with brass nails, and full to overflowing with every imaginable type of garment.",Christie
15825,The murderer must have been a person who had the opportunity to purloin that dagger from the silver table.,Christie
15826,When the door shut behind the last of the party he came over to the fire.,Christie
15827,“That is as enigmatical as ever.,Christie
15828,"“I did,” said Caroline complacently.",Christie
15829,"It thrills me still-and for that reason I have adopted this  course-writing my confession, enclosing it in a bottle, sealing the latter,  and casting it into the waves.",Christie
15830,Why?,Christie
15831,"'Be sure thy sin will find thee     out.'"" Vera scrambled to her feet.",Christie
